date,average_sentiment,sentiment_count,close_price
2022-06-04,0.0,0.0,187.86000061035156
2022-06-05,0.0,0.0,187.86000061035156
2022-06-06,0.0,0.0,187.86000061035156
2022-06-07,0.0,0.0,189.25999450683594
2022-06-08,-0.21000000000000002,2.0,186.47999572753906
2022-06-09,0.07889154704944179,19.0,180.47999572753906
2022-06-10,0.0,0.0,169.74000549316406
2022-06-11,0.0,0.0,165.3166707356771
2022-06-12,0.0,0.0,160.8933359781901
2022-06-13,0.0,0.0,156.47000122070312
2022-06-14,0.0,0.0,158.36000061035156
2022-06-15,0.0,0.0,165.27000427246094
2022-06-16,0.0,0.0,156.00999450683594
2022-06-17,0.0,0.0,158.8000030517578
2022-06-18,0.0,0.0,160.5150032043457
2022-06-19,0.0,0.0,162.2300033569336
2022-06-20,0.0,0.0,163.94500350952148
2022-06-21,0.0,0.0,165.66000366210938
2022-06-22,0.0,0.0,163.60000610351562
2022-06-23,0.0,0.0,162.25
2022-06-24,0.0,0.0,171.25999450683594
2022-06-25,0.0,0.0,170.40333048502603
2022-06-26,0.0,0.0,169.54666646321616
2022-06-27,0.0,0.0,168.69000244140625
2022-06-28,0.0,0.0,159.82000732421875
2022-06-29,0.0,0.0,155.4199981689453
2022-06-30,0.0,0.0,151.58999633789062
2022-07-01,0.0,0.0,145.22999572753906
2022-07-02,0.0,0.0,146.3324966430664
2022-07-03,0.0,0.0,147.43499755859375
2022-07-04,0.0,0.0,148.5374984741211
2022-07-05,0.0,0.0,149.63999938964844
2022-07-06,0.0,0.0,151.3000030517578
2022-07-07,0.0,0.0,158.5800018310547
2022-07-08,0.0,0.0,158.3800048828125
2022-07-09,0.0,0.0,156.0933380126953
2022-07-10,0.0,0.0,153.80667114257812
2022-07-11,0.0,0.0,151.52000427246094
2022-07-12,0.0,0.0,150.82000732421875
2022-07-13,0.0,0.0,151.63999938964844
2022-07-14,0.0,0.0,153.72000122070312
2022-07-15,0.0,0.0,157.6199951171875
2022-07-16,0.07301301707551708,12.0,158.74999491373697
2022-07-17,0.03515624999999999,8.0,159.87999471028647
2022-07-18,0.0,0.0,161.00999450683594
2022-07-19,-0.2,2.0,169.9199981689453
2022-07-20,0.0,0.0,178.07000732421875
2022-07-21,0.0,0.0,180.5
2022-07-22,0.0,0.0,173.19000244140625
2022-07-23,0.0,0.0,172.20667012532553
2022-07-24,0.0,0.0,171.22333780924478
2022-07-25,0.0,0.0,170.24000549316406
2022-07-26,0.0,0.0,165.3300018310547
2022-07-27,0.0,0.0,177.89999389648438
2022-07-28,0.0,0.0,179.83999633789062
2022-07-29,0.0,0.0,181.6300048828125
2022-07-30,0.0,0.0,182.55667114257812
2022-07-31,0.0,0.0,183.48333740234375
2022-08-01,0.0,0.0,184.41000366210938
2022-08-02,-0.0961982065553494,14.0,185.25999450683594
2022-08-03,0.0,0.0,188.92999267578125
2022-08-04,0.0,0.0,192.14999389648438
2022-08-05,0.0,0.0,189.88999938964844
2022-08-06,0.0,0.0,185.90333048502603
2022-08-07,0.0,0.0,181.91666158040366
2022-08-08,0.24793398268398267,20.0,177.92999267578125
2022-08-09,0.004375000000000014,8.0,170.86000061035156
2022-08-10,0.15093073593073597,10.0,180.97000122070312
2022-08-11,0.0,0.0,179.4199981689453
2022-08-12,0.0,0.0,187.08999633789062
2022-08-13,0.0,0.0,188.16666666666666
2022-08-14,0.0,0.0,189.24333699544272
2022-08-15,-0.25,1.0,190.32000732421875
2022-08-16,0.0,0.0,188.7899932861328
2022-08-17,0.0,0.0,183.35000610351562
2022-08-18,0.0,0.0,187.72999572753906
2022-08-19,0.0,0.0,178.49000549316406
2022-08-20,0.0,0.0,175.7733357747396
2022-08-21,0.0,0.0,173.0566660563151
2022-08-22,0.07604166666666667,8.0,170.33999633789062
2022-08-23,0.12357836467920504,17.0,171.80999755859375
2022-08-24,0.012270500927643785,35.0,172.22000122070312
2022-08-25,0.10935374149659863,14.0,179.1300048828125
2022-08-26,0.11516369047619048,8.0,162.60000610351562
2022-08-27,-0.3125,1.0,161.07000223795572
2022-08-28,0.0,0.0,159.53999837239584
2022-08-29,0.5,1.0,158.00999450683594
2022-08-30,-0.006805555555555557,7.0,154.67999267578125
2022-08-31,0.40583664021164023,12.0,150.94000244140625
2022-09-01,0.11875988526723821,51.0,139.3699951171875
2022-09-02,0.11893783068783068,30.0,136.47000122070312
2022-09-03,0.0,0.0,136.01499938964844
2022-09-04,0.0,0.0,135.55999755859375
2022-09-05,0.0,0.0,135.10499572753906
2022-09-06,0.0,0.0,134.64999389648438
2022-09-07,0.0,0.0,137.13999938964844
2022-09-08,0.06612878787878788,5.0,139.89999389648438
2022-09-09,0.0,0.0,143.8699951171875
2022-09-10,0.0,0.0,144.2633310953776
2022-09-11,0.0,0.0,144.65666707356772
2022-09-12,0.0,0.0,145.0500030517578
2022-09-13,-0.5499999999999999,1.0,131.30999755859375
2022-09-14,0.0,0.0,131.27999877929688
2022-09-15,0.0,0.0,129.2899932861328
2022-09-16,0.02247272503499007,14.0,131.97999572753906
2022-09-17,-0.09861111111111112,4.0,132.59333292643228
2022-09-18,0.0,0.0,133.20667012532553
2022-09-19,-0.175,1.0,133.82000732421875
2022-09-20,0.2924694146433277,23.0,131.75999450683594
2022-09-21,0.0,0.0,132.61000061035156
2022-09-22,0.0,0.0,125.61000061035156
2022-09-23,0.0625,1.0,125.16000366210938
2022-09-24,0.0,0.0,124.2000020345052
2022-09-25,0.007459912536443153,7.0,123.24000040690105
2022-09-26,-0.2796527777777778,12.0,122.27999877929688
2022-09-27,0.0,0.0,124.12999725341797
2022-09-28,0.0,0.0,127.36000061035156
2022-09-29,0.041313847635617976,22.0,122.19999694824219
2022-09-30,0.01433982683982686,1.0,121.38999938964844
2022-10-01,0.0,0.0,122.63333384195964
2022-10-02,0.0,0.0,123.87666829427083
2022-10-03,0.0,0.0,125.12000274658203
2022-10-04,0.0,0.0,131.6699981689453
2022-10-05,0.0,0.0,132.08999633789062
2022-10-06,0.0,0.0,131.3000030517578
2022-10-07,0.4101190476190476,8.0,120.76000213623047
2022-10-08,0.0,0.0,119.4066670735677
2022-10-09,0.0,0.0,118.05333201090495
2022-10-10,0.5,1.0,116.69999694824219
2022-10-11,0.24999999999999997,1.0,115.86000061035156
2022-10-12,0.0,0.0,115.0
2022-10-13,0.07074691318533684,29.0,119.5999984741211
2022-10-14,0.0,0.0,112.2699966430664
2022-10-15,0.0,0.0,114.47333017985027
2022-10-16,0.0,0.0,116.67666371663411
2022-10-17,0.0,0.0,118.87999725341797
2022-10-18,0.1477537938252224,7.0,119.66999816894531
2022-10-19,0.16666666666666666,3.0,120.51000213623047
2022-10-20,0.4166666666666667,1.0,121.94000244140625
2022-10-21,0.1341025641025641,13.0,124.66000366210938
2022-10-22,0.23706309122975788,9.0,125.10333506266277
2022-10-23,0.08142345726169256,17.0,125.54666646321614
2022-10-24,-0.8,1.0,125.98999786376953
2022-10-25,0.2063107579554948,19.0,132.61000061035156
2022-10-26,0.25,2.0,128.9600067138672
2022-10-27,0.0,0.0,131.75999450683594
