Close Price,Sentiment Average,Sentiment Count,Date
412.92999267578125,0.0,0.0,2022-05-31
409.5899963378906,0.0,0.0,2022-06-01
417.3900146484375,0.0,0.0,2022-06-02
410.5400085449219,0.0,0.0,2022-06-03
410.95667521158856,-0.22315476190476194,7.0,2022-06-04
411.3733418782552,-0.2,1.0,2022-06-05
411.7900085449219,-0.4,1.0,2022-06-06
415.739990234375,0.0,0.0,2022-06-07
411.2200012207031,0.0,0.0,2022-06-08
401.44000244140625,0.03136160714285714,8.0,2022-06-09
389.79998779296875,0.01807215007215007,15.0,2022-06-10
384.8666585286458,0.0,0.0,2022-06-11
379.93332926432294,0.14578018707482993,14.0,2022-06-12
375.0,0.0,0.0,2022-06-13
373.8699951171875,0.0,0.0,2022-06-14
379.20001220703125,0.0,0.0,2022-06-15
366.6499938964844,0.0,0.0,2022-06-16
365.8599853515625,0.0,0.0,2022-06-17
368.16249084472656,0.0,0.0,2022-06-18
370.4649963378906,0.0,0.0,2022-06-19
372.7675018310547,0.0,0.0,2022-06-20
375.07000732421875,0.005033549783549774,15.0,2022-06-21
374.3900146484375,0.0,0.0,2022-06-22
378.05999755859375,-0.06300595238095238,10.0,2022-06-23
390.0799865722656,0.03611111111111113,3.0,2022-06-24
389.5833231608073,0.0,0.0,2022-06-25
389.08665974934894,-0.07286969696969697,10.0,2022-06-26
388.5899963378906,0.0,0.0,2022-06-27
380.6499938964844,-0.08507495590828924,12.0,2022-06-28
380.3399963378906,0.0,0.0,2022-06-29
377.25,0.0,0.0,2022-06-30
381.239990234375,0.0,0.0,2022-07-01
381.4199905395508,0.0,0.0,2022-07-02
381.59999084472656,0.0,0.0,2022-07-03
381.77999114990234,0.08182744107744108,10.0,2022-07-04
381.9599914550781,0.0,0.0,2022-07-05
383.25,0.0,0.0,2022-07-06
388.989990234375,0.0,0.0,2022-07-07
388.6700134277344,0.0,0.0,2022-07-08
387.1900126139323,0.0,0.0,2022-07-09
385.7100118001302,0.0,0.0,2022-07-10
384.2300109863281,0.0,0.0,2022-07-11
380.8299865722656,0.18517379679144386,17.0,2022-07-12
378.8299865722656,0.0,0.0,2022-07-13
377.9100036621094,0.0,0.0,2022-07-14
385.1300048828125,0.0,0.0,2022-07-15
384.07000732421875,0.0,0.0,2022-07-16
383.010009765625,0.0,0.0,2022-07-17
381.95001220703125,0.0,0.0,2022-07-18
392.2699890136719,0.2485218253968254,10.0,2022-07-19
394.7699890136719,0.0,0.0,2022-07-20
398.7900085449219,0.0,0.0,2022-07-21
395.0899963378906,0.0,0.0,2022-07-22
395.25,0.0,0.0,2022-07-23
395.4100036621094,0.0,0.0,2022-07-24
395.57000732421875,0.0,0.0,2022-07-25
390.8900146484375,0.16869658119658124,13.0,2022-07-26
401.0400085449219,0.0,0.0,2022-07-27
406.07000732421875,0.0,0.0,2022-07-28
411.989990234375,0.03,1.0,2022-07-29
411.5833231608073,0.3247023809523809,9.0,2022-07-30
411.17665608723956,0.0,0.0,2022-07-31
410.7699890136719,0.0,0.0,2022-08-01
408.05999755859375,0.0,0.0,2022-08-02
414.45001220703125,0.0,0.0,2022-08-03
414.1700134277344,0.0,0.0,2022-08-04
413.4700012207031,0.0,0.0,2022-08-05
413.30999755859375,0.0,0.0,2022-08-06
413.1499938964844,0.0,0.0,2022-08-07
412.989990234375,0.0,0.0,2022-08-08
411.3500061035156,0.0,0.0,2022-08-09
419.989990234375,0.0,0.0,2022-08-10
419.989990234375,0.0,0.0,2022-08-11
427.1000061035156,0.0,0.0,2022-08-12
427.68666585286456,0.0,0.0,2022-08-13
428.27332560221356,0.0,0.0,2022-08-14
428.8599853515625,0.0,0.0,2022-08-15
429.70001220703125,0.0,0.0,2022-08-16
426.6499938964844,0.0,0.0,2022-08-17
427.8900146484375,0.0,0.0,2022-08-18
422.1400146484375,0.0,0.0,2022-08-19
419.2100118001302,0.0,0.0,2022-08-20
416.28000895182294,0.0,0.0,2022-08-21
413.3500061035156,0.0,0.0,2022-08-22
412.3500061035156,0.0,0.0,2022-08-23
413.6700134277344,0.0,0.0,2022-08-24
419.510009765625,0.0,0.0,2022-08-25
405.30999755859375,0.0,0.0,2022-08-26
404.4166666666667,0.0,0.0,2022-08-27
403.52333577473956,0.0,0.0,2022-08-28
402.6300048828125,0.0,0.0,2022-08-29
398.2099914550781,0.0,0.0,2022-08-30
395.17999267578125,0.0,0.0,2022-08-31
396.4200134277344,-0.0411458333333333,8.0,2022-09-01
392.239990234375,0.0,0.0,2022-09-02
391.8699951171875,0.0,0.0,2022-09-03
391.5,0.0,0.0,2022-09-04
391.1300048828125,0.0,0.0,2022-09-05
390.760009765625,0.2416666666666667,7.0,2022-09-06
397.7799987792969,0.0333333333333333,2.0,2022-09-07
400.3800048828125,0.0,0.0,2022-09-08
406.6000061035156,0.0,0.0,2022-09-09
408.0566711425781,0.0,0.0,2022-09-10
409.5133361816406,0.0,0.0,2022-09-11
410.9700012207031,0.0,0.0,2022-09-12
393.1000061035156,0.0,0.0,2022-09-13
394.6000061035156,0.011024080086580092,8.0,2022-09-14
390.1199951171875,0.0,0.0,2022-09-15
385.55999755859375,0.08429942279942279,15.0,2022-09-16
386.55666097005206,0.19774350649350653,10.0,2022-09-17
387.55332438151044,0.0,0.0,2022-09-18
388.54998779296875,0.0,0.0,2022-09-19
384.0899963378906,0.1638888888888889,3.0,2022-09-20
377.3900146484375,-0.31325757575757573,11.0,2022-09-21
374.2200012207031,0.0,0.0,2022-09-22
367.95001220703125,0.1899,5.0,2022-09-23
366.73667399088544,0.4367857142857143,5.0,2022-09-24
365.52333577473956,0.06187500000000001,10.0,2022-09-25
364.30999755859375,0.125,1.0,2022-09-26
363.3800048828125,0.08116883116883117,11.0,2022-09-27
370.5299987792969,0.0,0.0,2022-09-28
362.7900085449219,0.0,0.0,2022-09-29
357.17999267578125,-0.2506324404761904,8.0,2022-09-30
360.3233235677083,0.0,0.0,2022-10-01
363.46665445963544,0.0,0.0,2022-10-02
366.6099853515625,0.11088627281809099,13.0,2022-10-03
377.9700012207031,-0.1634920634920635,14.0,2022-10-04
377.0899963378906,0.0,0.0,2022-10-05
373.20001220703125,0.0,0.0,2022-10-06
362.7900085449219,0.0,0.0,2022-10-07
361.8666687011719,0.0,0.0,2022-10-08
360.9433288574219,0.10668831168831168,11.0,2022-10-09
360.0199890136719,0.0,0.0,2022-10-10
357.739990234375,0.05158730158730161,18.0,2022-10-11
356.55999755859375,0.45,2.0,2022-10-12
365.9700012207031,0.0023438466295609204,21.0,2022-10-13
357.6300048828125,0.0,0.0,2022-10-14
360.69333902994794,0.05231481481481484,9.0,2022-10-15
363.7566731770833,0.0,0.0,2022-10-16
366.82000732421875,0.0,0.0,2022-10-17
371.1300048828125,0.0,0.0,2022-10-18
368.5,0.0,0.0,2022-10-19
365.4100036621094,0.0,0.0,2022-10-20
374.2900085449219,0.0,0.0,2022-10-21
375.81667073567706,0.0,0.0,2022-10-22
377.3433329264323,0.15000000000000002,8.0,2022-10-23
378.8699951171875,0.15451007326007324,13.0,2022-10-24
384.9200134277344,0.0,0.0,2022-10-25
382.0199890136719,0.0,0.0,2022-10-26
379.9800109863281,0.0,0.0,2022-10-27
389.0199890136719,0.0,0.0,2022-10-28
388.0833231608073,0.0,0.0,2022-10-29
387.1466573079427,0.0,0.0,2022-10-30
386.2099914550781,0.0,0.0,2022-10-31
384.5199890136719,0.38030303030303025,10.0,2022-11-01
374.8699951171875,0.2375,2.0,2022-11-02
371.010009765625,0.0,0.0,2022-11-03
376.3500061035156,0.0,0.0,2022-11-04
377.5500081380208,0.0,0.0,2022-11-05
378.75001017252606,0.0,0.0,2022-11-06
379.95001220703125,0.0,0.0,2022-11-07
382.0,-0.07046957671957672,12.0,2022-11-08
374.1300048828125,0.047857720057720085,25.0,2022-11-09
394.69000244140625,0.22924182299182297,30.0,2022-11-10
398.510009765625,0.0,0.0,2022-11-11
397.3800048828125,0.0,0.0,2022-11-12
396.25,0.10955336330336331,13.0,2022-11-13
395.1199951171875,0.3,1.0,2022-11-14
